task_uid,assigned_resource_ids,task_start,task_end,resource_intervals,planned_task_start,planned_task_end
WO127559-10,"[201,42,268,151,190]",33510.0,33967.5,"[[[33510.0,33967.5]],[[33510.0,33967.5]],[[33510.0,33967.5]],[[33510.0,33967.5]],[[33510.0,33967.5]]]",2024-09-20 06:30:00,2024-09-20 14:07:30
WO127559-20,[113],34140.0,39074.0,"[[[34140.0,34860.0],[38460.0,39074.0]]]",2024-09-20 17:00:00,2024-09-24 03:14:00
WO127559-30,[114],39074.0,39104.0,"[[[39074.0,39104.0]]]",2024-09-24 03:14:00,2024-09-24 03:44:00
WO127559-40,[114],39104.0,39134.0,"[[[39104.0,39134.0]]]",2024-09-24 03:44:00,2024-09-24 04:14:00
WO127559-50,[73],39270.0,39408.0,"[[[39270.0,39408.0]]]",2024-09-24 06:30:00,2024-09-24 08:48:00
WO127559-60,[73],39408.0,39908.0,"[[[39408.0,39908.0]]]",2024-09-24 08:48:00,2024-09-24 17:08:00
WO127573-10,[187],29714.0,32229.0,"[[[29714.0,29715.0],[30630.0,31155.0],[32070.0,32229.0]]]",2024-09-17 15:14:00,2024-09-19 09:09:00
WO127574-10,[73],390.0,1203.0,"[[[390.0,1203.0]]]",2024-08-28 06:30:00,2024-08-28 20:03:00
WO127575-10,"[176,243,171]",18300.0,39763.0,"[[[18300.0,19020.0],[19740.0,20460.0],[21180.0,21900.0],[22620.0,23340.0],[24060.0,24780.0],[28380.0,29100.0],[29820.0,30540.0],[31260.0,31980.0],[32700.0,33420.0],[34140.0,34860.0],[38460.0,39180.0],[39270.0,39763.0]],[[19110.0,19755.0],[20550.0,21195.0],[21990.0,22635.0],[23430.0,24075.0],[24870.0,25515.0],[27750.0,28395.0],[29190.0,29835.0],[30630.0,31275.0],[32070.0,32715.0],[33510.0,34155.0],[34950.0,35595.0],[37830.0,38475.0],[39270.0,39763.0]],[[18300.0,19020.0],[19740.0,20460.0],[21180.0,21900.0],[22620.0,23340.0],[24060.0,24780.0],[28380.0,29100.0],[29820.0,30540.0],[31260.0,31980.0],[32700.0,33420.0],[34140.0,34860.0],[38460.0,39180.0],[39270.0,39763.0]]]",2024-09-09 17:00:00,2024-09-24 14:43:00
WO127575-20,"[176,243,171]",39763.0,40190.0,"[[[39900.0,40190.0]],[[39763.0,40190.0]],[[39900.0,40190.0]]]",2024-09-24 14:43:00,2024-09-24 21:50:00
WO127588-20,[15],2198.0,2228.0,"[[[2198.0,2228.0]]]",2024-08-29 12:38:00,2024-08-29 13:08:00
WO127589-20,[15],2258.0,2288.0,"[[[2258.0,2288.0]]]",2024-08-29 13:38:00,2024-08-29 14:08:00
WO127596-20,[98],9033.0,9063.0,"[[[9033.0,9063.0]]]",2024-09-03 06:33:00,2024-09-03 07:03:00
WO127597-20,[98],8088.0,9033.0,"[[[8088.0,8115.0],[9030.0,9033.0]]]",2024-09-02 14:48:00,2024-09-03 06:33:00
WO127598-10,[30],9483.0,9513.0,"[[[9483.0,9513.0]]]",2024-09-03 14:03:00,2024-09-03 14:33:00
WO127600-10,[119],745.0,834.0,"[[[745.0,834.0]]]",2024-08-28 12:25:00,2024-08-28 13:54:00
WO127602-20,[15],2228.0,2258.0,"[[[2228.0,2258.0]]]",2024-08-29 13:08:00,2024-08-29 13:38:00
WO127607-10,[106],18165.0,18195.0,"[[[18165.0,18195.0]]]",2024-09-09 14:45:00,2024-09-09 15:15:00
WO127612-10,[38],9072.0,9453.0,"[[[9072.0,9453.0]]]",2024-09-03 07:12:00,2024-09-03 13:33:00
WO127612-20,[271],9453.0,9483.0,"[[[9453.0,9483.0]]]",2024-09-03 13:33:00,2024-09-03 14:03:00
WO127640-10,[174],55110.0,69808.0,"[[[55110.0,55755.0],[57990.0,58635.0],[59430.0,60075.0],[60870.0,61515.0],[62310.0,62955.0],[63750.0,64395.0],[65190.0,65835.0],[68070.0,68457.0],[69510.0,69808.0]]]",2024-10-05 06:30:00,2024-10-15 11:28:00
WO127640-20,[93],70950.0,71010.0,"[[[70950.0,71010.0]]]",2024-10-16 06:30:00,2024-10-16 07:30:00
WO127641-10,[36],110353.0,121733.0,"[[[110353.0,110355.0],[111270.0,111795.0],[112710.0,113235.0],[114150.0,114465.0],[118470.0,118995.0],[119910.0,120435.0],[121350.0,121733.0]]]",2024-11-12 15:13:00,2024-11-20 12:53:00
WO127642-10,[155],48540.0,83630.0,"[[[48540.0,49260.0],[49980.0,50700.0],[51420.0,52140.0],[52860.0,53580.0],[54300.0,55020.0],[58620.0,59340.0],[60060.0,60780.0],[61500.0,62220.0],[62940.0,63660.0],[64380.0,65100.0],[68700.0,69132.0],[70140.0,70572.0],[71580.0,72012.0],[73020.0,73452.0],[74460.0,74892.0],[78780.0,79500.0],[80220.0,80940.0],[81660.0,82380.0],[83100.0,83630.0]]]",2024-09-30 17:00:00,2024-10-25 01:50:00
WO127643-10,[173],23430.0,23460.0,"[[[23430.0,23460.0]]]",2024-09-13 06:30:00,2024-09-13 07:00:00
WO127644-10,[30],30730.0,30760.0,"[[[30730.0,30760.0]]]",2024-09-18 08:10:00,2024-09-18 08:40:00
WO127645-10,[173],33710.0,33740.0,"[[[33710.0,33740.0]]]",2024-09-20 09:50:00,2024-09-20 10:20:00
WO127647-10,[103],22310.0,22510.0,"[[[22310.0,22510.0]]]",2024-09-12 11:50:00,2024-09-12 15:10:00
WO127648-10,[150],33510.0,33710.0,"[[[33510.0,33710.0]]]",2024-09-20 06:30:00,2024-09-20 09:50:00
WO127650-10,[30],27860.0,28125.0,"[[[27860.0,28125.0]]]",2024-09-16 08:20:00,2024-09-16 12:45:00
WO127650-20,[93],30700.0,30730.0,"[[[30700.0,30730.0]]]",2024-09-18 07:40:00,2024-09-18 08:10:00
WO127652-20,[187],12289.0,12379.0,"[[[12289.0,12379.0]]]",2024-09-05 12:49:00,2024-09-05 14:19:00
WO127652-30,[79],13434.0,13529.0,"[[[13434.0,13529.0]]]",2024-09-06 07:54:00,2024-09-06 09:29:00
WO127653-20,[68],20696.0,20946.0,"[[[20696.0,20946.0]]]",2024-09-11 08:56:00,2024-09-11 13:06:00
WO127654-20,[187],32229.0,32393.0,"[[[32229.0,32393.0]]]",2024-09-19 09:09:00,2024-09-19 11:53:00
WO127654-30,[78],32521.0,32577.0,"[[[32521.0,32577.0]]]",2024-09-19 14:01:00,2024-09-19 14:57:00
WO127655-10,[106],23715.0,23745.0,"[[[23715.0,23745.0]]]",2024-09-13 11:15:00,2024-09-13 11:45:00
WO127655-20,[68],27750.0,28000.0,"[[[27750.0,28000.0]]]",2024-09-16 06:30:00,2024-09-16 10:40:00
WO127657-10,[106],27830.0,27860.0,"[[[27830.0,27860.0]]]",2024-09-16 07:50:00,2024-09-16 08:20:00
WO127659-10,[107],13618.0,13648.0,"[[[13618.0,13648.0]]]",2024-09-06 10:58:00,2024-09-06 11:28:00
WO127660-10,[106],27860.0,27890.0,"[[[27860.0,27890.0]]]",2024-09-16 08:20:00,2024-09-16 08:50:00
WO127660-20,[71],27890.0,27941.0,"[[[27890.0,27941.0]]]",2024-09-16 08:50:00,2024-09-16 09:41:00
WO127666-10,"[201,42,268,151,190]",39270.0,39636.2,"[[[39270.0,39636.2]],[[39270.0,39636.2]],[[39270.0,39636.2]],[[39270.0,39636.2]],[[39270.0,39636.2]]]",2024-09-24 06:30:00,2024-09-24 12:36:12
WO127666-20,[113],39900.0,41954.0,"[[[39900.0,40620.0],[41340.0,41954.0]]]",2024-09-24 17:00:00,2024-09-26 03:14:00
WO127666-30,[114],41954.0,41984.0,"[[[41954.0,41984.0]]]",2024-09-26 03:14:00,2024-09-26 03:44:00
WO127666-40,[114],41984.0,42014.0,"[[[41984.0,42014.0]]]",2024-09-26 03:44:00,2024-09-26 04:14:00
WO127666-50,[73],42150.0,42288.0,"[[[42150.0,42288.0]]]",2024-09-26 06:30:00,2024-09-26 08:48:00
WO127666-60,[73],42288.0,42788.0,"[[[42288.0,42788.0]]]",2024-09-26 08:48:00,2024-09-26 17:08:00
WO127669-10,[106],30630.0,30810.0,"[[[30630.0,30810.0]]]",2024-09-18 06:30:00,2024-09-18 09:30:00
WO127669-20,[15],32070.0,39439.0,"[[[32070.0,32595.0],[33510.0,33825.0],[37830.0,38355.0],[39270.0,39439.0]]]",2024-09-19 06:30:00,2024-09-24 09:19:00
WO127669-30,[225],40710.0,48001.0,"[[[40710.0,41235.0],[42150.0,42675.0],[43590.0,43905.0],[47910.0,48001.0]]]",2024-09-25 06:30:00,2024-09-30 08:01:00
WO127676-10,[187],33510.0,38200.0,"[[[33510.0,33825.0],[37830.0,38200.0]]]",2024-09-20 06:30:00,2024-09-23 12:40:00
WO127677-10,[73],1203.0,2496.0,"[[[1203.0,1350.0],[1830.0,2496.0]]]",2024-08-28 20:03:00,2024-08-29 17:36:00
WO127694-10,"[176,171]",40190.0,54659.0,"[[[40190.0,40620.0],[41340.0,42060.0],[42780.0,43500.0],[44220.0,44940.0],[48540.0,49260.0],[49980.0,50700.0],[51420.0,52140.0],[52860.0,53580.0],[54300.0,54659.0]],[[40190.0,40620.0],[41340.0,42060.0],[42780.0,43500.0],[44220.0,44940.0],[48540.0,49260.0],[49980.0,50700.0],[51420.0,52140.0],[52860.0,53580.0],[54300.0,54659.0]]]",2024-09-24 21:50:00,2024-10-04 22:59:00
WO127708-20,[15],3270.0,3335.0,"[[[3270.0,3335.0]]]",2024-08-30 06:30:00,2024-08-30 07:35:00
WO127709-10,[106],27750.0,27830.0,"[[[27750.0,27830.0]]]",2024-09-16 06:30:00,2024-09-16 07:50:00
WO127710-20,[15],3335.0,3365.0,"[[[3335.0,3365.0]]]",2024-08-30 07:35:00,2024-08-30 08:05:00
WO127711-20,[15],2288.0,2318.0,"[[[2288.0,2318.0]]]",2024-08-29 14:08:00,2024-08-29 14:38:00
WO127715-10,[106],23595.0,23715.0,"[[[23595.0,23715.0]]]",2024-09-13 09:15:00,2024-09-13 11:15:00
WO127716-20,[98],9063.0,9093.0,"[[[9063.0,9093.0]]]",2024-09-03 07:03:00,2024-09-03 07:33:00
WO127717-20,[98],9093.0,9123.0,"[[[9093.0,9123.0]]]",2024-09-03 07:33:00,2024-09-03 08:03:00
WO127718-10,[30],1877.61,1907.61,"[[[1877.61,1907.61]]]",2024-08-29 07:17:36.6,2024-08-29 07:47:36.6
WO127722-20,[15],2318.0,2348.0,"[[[2318.0,2348.0]]]",2024-08-29 14:38:00,2024-08-29 15:08:00
WO127737-20,[79],1847.61,1877.61,"[[[1847.61,1877.61]]]",2024-08-29 06:47:36.6,2024-08-29 07:17:36.6
WO127762-10,[192],19110.0,20646.0,"[[[19110.0,19635.0],[20550.0,20646.0]]]",2024-09-10 06:30:00,2024-09-11 08:06:00
WO127785-10,[117],664.76,724.61,"[[[664.76,724.61]]]",2024-08-28 11:04:45.6,2024-08-28 12:04:36.6
WO127794-10,[270],32100.0,32130.0,"[[[32100.0,32130.0]]]",2024-09-19 07:00:00,2024-09-19 07:30:00
WO127795-10,[19],299910.0,301825.0,"[[[299910.0,300435.0],[301350.0,301825.0]]]",2025-03-24 06:30:00,2025-03-25 14:25:00
